,platform,store,date,review,rating,category
5062,trenbe,google,20211215,"여러 브랜드가 한 곳에 모여 있어서 좋아요 덕분에 시간 절약도 되고, 다양한 브랜드를 트렌비 통해서 알게됐어요",5,"가격&프로모션, 상품 구색"
5063,trenbe,google,20211215,원하는 옷 검색하다보니 다른 곳보다 가격이 좋아서 잘 구매함요ㅎㅎㅎ,5,"UX/UI 편의성, 가격&프로모션, 상품 구색"
5064,trenbe,google,20211215,다양한 제품들을 한곳에 모아두고 비교할 수 있어서 좋습니다! 확실히 시간 절약이 되네요 ㅎㅎ,5,"가격&프로모션, 상품 구색"
5065,trenbe,google,20211215,정품 프로세스가 잘 되어 있어서 그런지 주변 평들이 좋더라고요 저도 추천받아서 사용해봤는데 만족합니다~,5,정품 안전성
5066,trenbe,google,20211215,백화점 안 가도 되니 너무 편하고 좋네요 ^^ 요즘 날씨도 그렇고 시국도 시국이라 잘 안 나가게 되던데.. 집에서도 편하게 쇼핑할 수 있어서 좋은 것 같아요,5,UX/UI 편의성
5067,trenbe,google,20211215,해외제품인데도 배송이 이렇게 빠르다니 정말 좋습니다 명품 하나 사려면 백화점이나 해외직구 해야됐는데 이제는 트렌비에서 하면 되니 좋네요~~,5,배송
5068,trenbe,google,20211215,다른 앱들에 비해 버벅거림도 없고 업데이트도 빨라서 좋네요! 감사합니다,5,앱 오류
5069,trenbe,google,20211215,트렌비 만한 앱 못 본 것 같아요~ 할인 많이 돼서 좋네요 자꾸 쇼핑하게 돼요 ^^,5,가격&프로모션
5070,trenbe,google,20211215,트렌비 티비 광고보고 알게 됐어요ㅎㅎ 정품도 확실하고 디자인도 다양해서 자주 들어가고 있어요!,5,"정품 안전성, 상품 구색"
5071,trenbe,google,20211215,이런 앱 리뷰는 잘 안쓰는 편인데 트렌비는 벌써 3번째 구매할만큼 만족해서 남깁니다 별점 만점이용 ㅎㅎ,5,전반적인 만족도&기타
5072,trenbe,google,20211215,배송 전에 검수 이미지도 보내주시고 꼼꼼하게 포장되서 오더라고요 그 뒤로 더 믿고 구매합니당,5,"정품 안전성, UX/UI 편의성, 배송, 상품 품질"
5073,trenbe,apple,20211215,주문하고 입금까지 했는데 반나절이 지나도 입금확인 되지 않음 이런경우 처음이라 황당하고 어이없네요 큰 돈도 아니고 환불을 해주던지 입금확인을 해주던지 빠른 조치를 해줘야 하는데 톡 상담은 보지도 않고 지금 벙쪄서 사기를 당한건가 싶네요 이거 돈 어떻게 받아야 하는지 아는 분 있나요 신고를 해야하나,1,"가격&프로모션, 고객센터"
5074,trenbe,apple,20211215,아니 지웠다깔아도 접속이안되네요 저만그런건가요??,1,앱 오류
5075,trenbe,google,20211215,백화점에서 살까말까 했는데 트렌비에서 결국 사버렸어요… 가격은 트렌비가 더 좋네요~~~><,5,가격&프로모션
5076,trenbe,google,20211215,배송도 빨랐고 제품 포장 상태 아주 만족스러웠습니다 검수 꼼꼼하게 해주시네요,5,"정품 안전성, 배송, 상품 품질"
5077,trenbe,google,20211215,"포장도 꼼꼼하게 잘 되서 왔고, 검수 사진도 잘 받았습니다~ 이래서 믿고 트렌비 쓰나봐요ㅋㅋ",5,"정품 안전성, 상품 품질"
5078,trenbe,google,20211215,신제품 업뎃되는 시간도 빠르고 배송도 빨라요! 이벤트도 자주 해서 넘 좋네요~ 또 구매하고싶어요,5,"앱 오류, 배송"
5079,trenbe,google,20211215,앱으로 사용하니 훨씬 간편하네요! 카테고리 구분도 잘 되있고~ 앞으로 자주 사용할게용,5,"UX/UI 편의성, 상품 구색"
5080,trenbe,google,20211215,일단 사이트가 깔끔해서 좋네요! 또 진행중인 이벤트나 할인 혜택도 여러가지라서 좋습니다!,5,"UX/UI 편의성, 가격&프로모션, 상품 구색"
5081,trenbe,google,20211215,온라인 구매면서 가격대도 비싸서 걱정됐는데 트렌비는 정품이 확실해서 믿고 구매해요!,5,"정품 안전성, 가격&프로모션"
5082,trenbe,google,20211215,좋아요,5,전반적인 만족도&기타
5083,trenbe,google,20211215,프로모션도 자주하고 지금 박싱데이라 쿠폰 줘서 할인 받아서 잘 구매했습니다~,5,가격&프로모션
5084,trenbe,google,20211215,인증번호가 3분안에 안오고 거의 20분후에 인증번호 문자가 오네요 여러차례 시도했지만 마찬가지네요,2,"앱 오류, 상품 구색"
5085,trenbe,google,20211215,상품 진짜 많아요! 매장에서 품절이었던 제품도 트렌비에서는 구매 가능!!! 넘 좋네용,5,상품 구색
5086,mustit,google,20211215,배송 빠르고 교환역시 쉽습니다,5,"UX/UI 편의성, 배송"
5087,mustit,apple,20211215,아주아주 만족하며 이용하고있습니다.,5,전반적인 만족도&기타
5088,mustit,apple,20211215,총알배송 굿굿,5,배송
5089,mustit,google,20211215,설치하고 10분만에 지옴 가방목록에 지갑 모자 껴있고 가방보다 뒤로가니 메인페이지로 넘어감 기본적인 UI도 구현못하는 앱 다른 사용자들 글 남긴거 보니 이거 쓰다 속터질듯해서 삭제함 1년뒤쯤 다시 봐야겠음,1,"UX/UI 편의성, 앱 오류"
5090,mustit,google,20211215,좋아영 ㅎ,5,전반적인 만족도&기타
5091,trenbe,google,20211214,진짜 사고 싶던 신발 매장에선 품절이라 구매 못 하는 건가 했는데 트렌비에 있길래 얼른 구매했어요~ ㅠㅠ 뭔가 쇼핑 성공?한 것 같아서 기분 좋네용 ㅎㅎ,5,상품 구색
5092,trenbe,google,20211214,세련된 디자인이 많아요 해외 제품도 많고 앞으로 명품구매는 트렌비에서만 하려고요 ㅎㅎ,5,전반적인 만족도&기타
5093,trenbe,google,20211214,명품 앱 중엔 트렌비가 젤 나은 듯요~! 할인도 많고 이벤트도 자주하고 가격도 합리적이고요 무엇보다 입점 제품이 많네요,5,"가격&프로모션, 상품 구색"
5094,trenbe,google,20211214,좋아하는 브랜드랑 찾던 제품들이 한꺼번에 다 모여있어서 좋네요 ㅎㅎㅎ 검색도 편해요,5,"UX/UI 편의성, 상품 구색"
5095,trenbe,google,20211214,사이즈 궁금했는데 후기 보고 궁금증 풀렸어요ㅎㅎㅎ 대박~~ 트렌비에서 얼른 셀프 선물 하려고요,5,상품 설명
5096,trenbe,google,20211214,박싱데이라 이것저것 구경할겸 들어갔는데 후기도 좋고 가격대도 좋아서… 결제까지 해버림요ㅎ,5,"가격&프로모션, 상품 설명"
5097,trenbe,google,20211214,배송 생각보다 넘 빨라요!!! 기다렸던 것보다 더 빨리 왔네요~,5,배송
5098,trenbe,google,20211214,"일단 검색 기능이 쉬워서 좋네요~ 버벅거림도 없고, 제품 종류도 많아서 굿굿",5,"UX/UI 편의성, 앱 오류"
5099,trenbe,google,20211214,쿠폰팩 진짜 진짜 많네요!!!?! 명품은 세일도 잘 안 하는데 요런 거 잘 이용해서 사면 넘 좋을 것 같아요~~,5,가격&프로모션
5100,trenbe,google,20211214,가격도 합리적이고 배송도 빠른 편이에요~ 명품을 핸드폰으로 구매할 수 있다니 좋습니다,5,"가격&프로모션, 배송"
5101,trenbe,google,20211214,이벤트 진짜 좋아요 ㅎㅎ 이만큼 할인 많이되는 어플도 못 봤습니다!!,5,가격&프로모션
5102,trenbe,google,20211214,전 세계 세일 정보를 알 수 있어서 너무 좋아요 ^^ 매일매일 상품 업데이트 되는 것도 좋네요~,5,"앱 오류, 가격&프로모션"
5103,trenbe,google,20211214,휘뚜루마뚜루 맬 가방보고 있었는데 박싱데이라고 할인 받아서 구매완료함요 ㅎㅎ 넘 좋아요!,5,가격&프로모션
5104,trenbe,google,20211214,트렌비에서 고민은 배송만 늦출뿐… 상품이랑 개런티 카드도 꼼꼼하게 모두 수령했어요 :) 최고,5,배송
5105,trenbe,google,20211214,요즘 가품 신발 너무 많아서 가품 잘못 살까봐 너무 걱정했는데 트렌비는 다 정품만 모아두고 판다고 해서 안심하고 구매했어요! 배송도 익일배송이라 생각보다 빨리 올 것 같아서 기대 중이에요 ㅠㅠ,5,"정품 안전성, 배송"
5106,trenbe,google,20211214,해외제품인데 배송도 5일정도 걸린 것 같아요! 포장도 꼼꼼했고 상품 구매 대만족이에요!,5,"배송, 상품 품질"
5107,mustit,apple,20211214,너무 좋아요!,5,전반적인 만족도&기타
5108,trenbe,google,20211214,트렌비에서 제품 구매만 가능한 줄 알았는데 리세일 기능도 있네요! 생각보다 잘 쳐줘서 안 쓰는 명품 몇 개 팔려구요 ㅎㅎ,5,"UX/UI 편의성, 가격&프로모션"
5109,mustit,apple,20211214,최고,5,전반적인 만족도&기타
5110,trenbe,google,20211214,생각보다 배송이 엄청 빨라서 좋았어요!!! 해외 직구하면 제품 수령이 세월아 내월아 였는데 ㅠㅠ 트렌비 최고,5,"배송, 상품 구색"
5111,trenbe,google,20211214,핸드폰으로 집에서 명품 구매가 가능하다니 정말 좋은 것 같아요~ 이제 멀리 백화점까지는 안가도 되겠네요~ㅎㅎ,5,전반적인 만족도&기타
5112,trenbe,google,20211214,사고 싶은 가방있었는데 트렌비에서 드디어 구매했습니다!! 얼른 매고 싶어요~~~,5,상품 구색
5113,trenbe,google,20211214,역시 트렌비하면 최저가로 살 수 있다는 거!!! 최고입니다,5,가격&프로모션
5114,trenbe,google,20211214,트렌비 첨 써봤는데 회원가입하면 주는 혜택들도 많고 앞으로 친구들한테도 추천할만한 앱 같아요~,5,전반적인 만족도&기타
5115,trenbe,google,20211214,트렌비 진짜 써보면 만족감 대박이에요… 겨울에 추운데 밖에 안 나가도 되고 너무 편하게 쇼핑하고 있습니다!!,5,UX/UI 편의성
5116,trenbe,google,20211214,핸드폰에 쇼핑 앱 잘 안까는데 트렌비는 안지우고 아직까지 자주 들어가네요..ㅎㅎ 그만큼 만족하는 앱이라는 거겠죠ㅎㅎ,5,전반적인 만족도&기타
5117,trenbe,google,20211214,아들이랑 패딩 커플로 장만 했어요 ^^ ㅋㅋㅋㅋㅋ 가격이 생각보다 더 괜찮길래 그냥 질러버렸네요! 남편 거는.. 나중에 ^^ 다른 거 사주기로 했어요 ㅋㅋ,5,가격&프로모션
5118,balaan,google,20211214,up to 90%...?추첨이네요. 낚여서 어플설치후 삭제 ㅜ후덜덜..,1,앱 오류
5119,trenbe,google,20211213,트렌비는 정품 프로세스가 잘돼있어서 믿고 구매합니다~~ 배송도 빠른 편이네요 ㅎㅎ,5,"정품 안전성, 배송"
5120,trenbe,google,20211213,가격 너무 괜찮길래 패딩 하나 질렀어요!! 얼른 배송 오면 좋겠네요~~ 이번 겨울 이번에 시킨 패딩으로 잘 버텨볼게요,5,"가격&프로모션, 배송"
5121,trenbe,google,20211213,트렌비에서 리세일로 지갑 판매해봤는데 가격도 서비스도 좋았어요~~ 여러가지로 괜찮은 앱 같습니다,5,"가격&프로모션, 상품 구색"
5122,trenbe,google,20211213,트렌비를 통해 좋은 가격에 좋은 품질 제품 잘 구매하고 있습니다~ 만족하는 소비했네요 ~,5,"가격&프로모션, 상품 품질"
5123,trenbe,google,20211213,요즘 출퇴근 길에 트렌비 보면서 지냅니다.. 보다보면 돈 벌어야할 이유가 생기는 기분이랄까…ㅎㅎ 버벅거림 없어서 좋네요,5,"앱 오류, 가격&프로모션"
5124,trenbe,google,20211213,고객센터 상담원이 넘 친절해요^.^ 굿굿,5,고객센터
5125,trenbe,google,20211213,트렌비 쓰고 나서부터는 패션 트렌드를 빨리 읽게 되는 것 같아서 좋더라구요~ 브랜드도 많고 제품도 많아서 어떤 게 유행하나 쉽게 알 수 있어요 ^^,5,"UX/UI 편의성, 상품 구색"
5126,trenbe,google,20211213,타임딜 되게 맘에 들어요… 가격 진짜 저렴하게 잘 살 수 있어요 ㅠㅠ 잘 누려보세요!!,5,가격&프로모션
5127,trenbe,google,20211213,"트렌비 보다보면 시간 순삭,,, 장바구니가 자꾸 무거워집니다… 온라인 명품 쇼핑은 트렌비가 짱이네요~",5,전반적인 만족도&기타
5128,trenbe,google,20211213,주문 취소나 교환 버튼이 없어요 여기 완전 악질회사입니다 무조건 구매확정버튼만 있어요 고객센터에 관련문의하면 전화는 1시간 30분째 연결대기중이고 채팅은 2시간만에 대답오고 한마디 하고 다시 하루종일 답변이 없어요 물건받았는데 리퍼인지 여기저기 상처나있고 손가락 지문자국 덕지덕지 묻어있고 최악입니다 절대 이용하시면 안될 회사입니다,1,"UX/UI 편의성, 배송, 고객센터"
5129,trenbe,google,20211213,고객센터 상담원 친절하네요 이것 저것 물어봤는데 응대도 빠르고~ 정품도 확실해서 좋습니다,5,"정품 안전성, 고객센터"
5130,trenbe,google,20211213,백화점에서 원하는 디자인은 3개월 정도 걸린다는데 트렌비에서는 바로 구매되네요ㅎ 넘 행복쓰🧡🧡,5,상품 구색
5131,trenbe,google,20211213,이만한 앱 찾기 힘든 것 같아요~ 제품도 많고 가격도 저렴하고 할인 많이 돼서 좋아요,5,가격&프로모션
5132,trenbe,google,20211213,앞으로도 명품 쇼핑은 백화점 갈 필요없이 트렌비에서 구매하겠습니다! 감사합니다 ㅎㅎ,5,전반적인 만족도&기타
5133,trenbe,google,20211213,확실히 다른 곳에 비해 저렴하긴 하네요 거기에 쿠폰까지 쓰면 !!! 할인율이 대박 ㅎㅎ 감사합니다,5,가격&프로모션
5134,trenbe,google,20211213,제품 가격 비교도 쉽고 배송도 빠르네요! 고민하면 배송 시간만 늦춰지는 게 딱 트렌비 보고 하는 얘기 같아요 ㅎㅎ,5,"UX/UI 편의성, 가격&프로모션, 배송"
5135,trenbe,google,20211213,"향수 모으는 취미가 있는데요 요즘 면세점을 통 못가서,,, 직구 해야하나 하던 참에 트렌비 알게되서 열심히 쇼핑중입니다^^",5,전반적인 만족도&기타
5136,trenbe,google,20211213,"1회 신은 명품 브랜드 200만원 넘은 제품이 트랜비 최고가 65만원이 맞나요? 꼼꼼하게 확인하신 거 맞나요? 최근 가장 핫한 브랜드이고 제 나름 상태 좋다고 자부하고 이 금액이 도저히 믿기지 않아서 집 근처 명품 현금매입 하는 입체 찾아가서 문의하니까 그자리에서 124만원부터 부르시던데요? 그리고 제가 보내드린 제품이 올 1월에 발매되어 그리 오래 된 제품도 아니였고, 일주일 안으로 전 매장 전부 완판 된 한정판 개념으로 나온 상품으로 전 직접 매장에서 들었거든요 어느정도 감가는 생각했지만 이정도까지 후려 칠 줄이야...",1,"가격&프로모션, 상품 구색, 고객센터"
5137,trenbe,google,20211213,명품 구매가 이렇게 쉬운 줄 몰랐어요 ㅋㅋㅋㅋㅋㅋ 그냥 쇼핑몰에서 쇼핑하는 것처럼 슥슥~ 백화점 갈 필요 없이 편하게 쇼핑할 수 있어서 좋네요 :D,5,UX/UI 편의성
5138,trenbe,google,20211213,요즘은 백화점 안가고 트렌비에서만 쇼핑하고 있어요ㅎㅎ 검수도 꼼꼼히 해주시고 배송도 빨라서 좋네요,5,"정품 안전성, 배송"
5139,trenbe,google,20211213,지금 박싱데이라고 100만원 쿠폰팩 줘서 아주 잘 사용했네요ㅎ 다른 곳 보다 세일이나 행사를 많이 하는 것 같아요~,5,가격&프로모션
5140,trenbe,google,20211213,트렌비 보다 보니까 모르던 브랜드들도 많이 알게 된 것 같아요 원하던 디자인들을 많이 알게돼서 굿굿 bb,5,상품 구색
5141,trenbe,google,20211213,고가 명품들 뿐만 아니라 중저가 브랜드들도 입정해 있어서 좋네요~!! 가격도 이것저것 쿠폰쓰면 합리적임.,5,"가격&프로모션, 상품 구색"
5142,trenbe,google,20211213,트렌비 좀 뒤늦게 알았는데 왜 이제야 알았나싶어요~ 제품 배송도 빠르고 정픔 프로세스 잘 되어있대서 구매 고민중이에요,5,배송
5143,trenbe,google,20211213,트렌비에서 가방 구매했는데 감정서도 오고 a/s도 된다고 해서 믿고 구매하고 있어요~~~,5,정품 안전성
5144,trenbe,google,20211213,리세일로 팔고 리세일로 구매도 했는데 만족스럽네요 상태도 생각보다 좋았어요!!,5,가격&프로모션
5145,trenbe,google,20211213,김우빈님이랑 김희애님 광고하는 거 보고 알게됐어요~ 배송도 빠르고 가격도 좋아서 쇼핑할 맛 나는 어플인 것 같아요,5,"가격&프로모션, 배송"
5146,mustit,apple,20211213,"상품은 비싸고
디자인은 90년대 옛날 오픈마켓 보는 느낌",1,가격&프로모션
5147,mustit,apple,20211213,좋아요,5,전반적인 만족도&기타
5148,mustit,google,20211213,보기 편해요,5,UX/UI 편의성
5149,balaan,google,20211213,최악,1,전반적인 만족도&기타
5150,balaan,google,20211213,명품파는 사이트 치고 진짜 어플 거지같이 만든앱...제품 하나보고 뒤로가기 하면 맨처음 화면 가버리니 쇼핑을 할래야 할수가 없음. 어플안에서 같은 제품인데 금액대가 다르게 여러개 올라오는 경우까지 있고 답이 없음..,1,"UX/UI 편의성, 앱 오류, 상품 구색"
5151,mustit,apple,20211213,우선 고가의 패딩을 받아보니 이미지랑 달라서 반품을 요청했는데 판매자가 이미지랑 다를수있다고 글을 써놓았다 우기면서 반품비를 요청함 몇번을 찾아봐도 없다고 말씀드리니까 화내면서 반품비 부담해준다함 그래서 상품 다시 보내니까 갑자기 반품비를 입금해달라함 어이가없어서 반품비 부담해주시기로 하시지 않았냐고 말함 그랬더니 기억안나는척 알겠다함 너무 화가 나서 고객센터에 전화해서 물어보니 짜증내는 말투와 내가 잘못했다는식으로 몰아내면서 싸가지없게 말함 ㅋㅋ 사람 상대하는 직업이면서 일하기 싫으면 고객센터 일하지 마세요 ~ 진짜 머스트잇 자주 이용하는데 기분 더러웠음,1,"가격&프로모션, 배송, 고객센터"
5152,trenbe,google,20211212,친구 추천으로 이번에 처음 가입해봤는데 쿠폰 팩이 생각보다 할인이 많이 되네요 ㅎㅎ 자주 애용할게요,5,가격&프로모션
5153,trenbe,google,20211212,제품 브랜드별 후기를 한 곳에서 볼 수 있어서 좋네요~~~ 특히 사이즈 고민할때 많은 도움이 되는 것 같아요,5,"상품 구색, 상품 설명"
5154,trenbe,google,20211212,"가격들도 할인쿠폰이나 혜택 받으면 좋고, 배송 걸리는 시간도 빨라서 좋은 것 같아요! 이번 연말 선물은 트렌비에서 사야겠어요",5,"가격&프로모션, 배송"
5155,trenbe,google,20211212,고가 제품들 외에도 향수나 바디 제품들도 다른 곳에 비해 가격이 좋은 것 같아요~ 좋네요,5,"가격&프로모션, 상품 구색"
5156,trenbe,google,20211212,방금 깔아서 열기 눌렀는데 들어가니 업데이트 하라그러고 업데이트 하기 누르면 구글스토어 화면에 열기 제거 밖에 안보이고... 방금 깔고 열었는데 업데이트 하라그러면....,1,앱 오류
5157,trenbe,google,20211212,가방이나 신발 외에 화장품 제품들도 있어서 좋네요 한번에 구매하면 할인율도 커져서 좋은 듯요,5,"가격&프로모션, 상품 구색"
5158,mustit,apple,20211212,좋 아 요,5,전반적인 만족도&기타
5159,trenbe,google,20211212,뷰티케어 제품도 다른 곳보다 훨씬 저렴하네요~ 명품 외에 생활 제품들도 여기서 사고 있어요 ㅎㅎ,5,"가격&프로모션, 상품 구색"
5160,trenbe,google,20211212,카드지갑 사려고 보다가 신발까지 지르게 됨요..ㅎㅎ 마법의 어플이네요 심지어 배송도 빠릅니다,5,배송
5161,trenbe,google,20211212,정품 프로세스가 잘 되어 있어서 믿고 구매하는 편입니다 가품 시 200% 환불해준다니 믿을만 하네요,5,정품 안전성
5162,balaan,google,20211212,엄청좋아요 아이쇼핑하다가 괜찮은거 많이 보이네요 그런거 네이버에 검색해서 최저가에 살수있답니다 개꿀! 좋은물건 많이많이 올려주세요~,5,"UX/UI 편의성, 가격&프로모션"
5163,trenbe,google,20211212,오픈런 처음 해봤는데 100% 당첨이라니… 신기하네요ㅋㅋㅋ 원하던 제품도 제 사이즈 잘 찾아서 구매했어요!,5,상품 구색
5164,trenbe,google,20211212,밸트 AS 받으려니 난 모르쇠. 아무리 그래도 AS가능한 연락처라도 주지. 네이버에 문의하게하고. 구매 대행만 합니다. 백화점 가격이랑 비슷합니다.,1,"가격&프로모션, 고객센터"
5165,trenbe,google,20211212,박싱데이 할인으로 쿠폰들 많이 주더라고요.. 그 김에 사고싶던 신발 하나 구매했네요…><,5,"가격&프로모션, 상품 구색"
5166,trenbe,google,20211212,사용도ㅠ편하고 좋은것 같습니다,5,UX/UI 편의성
5167,trenbe,google,20211211,검색하기 너무 편리하네요! 카테고리별로 구경하기 쉽게 되어 있어서 좋은 것 같아요 저희 엄마도 검색하기 편하다고 하셨어요,5,"UX/UI 편의성, 상품 구색"
5168,trenbe,google,20211211,제품별로 사이트 여러 개 둘러볼 필요도 없고 트렌비 하나만 있으면 편하게 쇼핑할 수 있어서 좋아요 너무 편해요 ㅠㅠㅠㅠㅠ,5,"UX/UI 편의성, 상품 구색"
5169,trenbe,google,20211211,트렌비는 중독 같아요 ㅎㅎㅎㅎ.. 한 번 써보니까 넘 만족스러워서 계속 쓰게 돼요,5,전반적인 만족도&기타
5170,trenbe,google,20211211,상품들이 다양하고 전세계 제품들을 트렌비에서는 한번에 비교하기 좋다고 하더라고요 시간 절약 되는 게 가장 큰 장점 같아요~,5,"가격&프로모션, 상품 구색"
5171,trenbe,google,20211211,옷이나 가방 뿐만 아니라 홈리빙 제품도 할인 해서 좋은 것 같아요 저 같은 주부들은 집안 가구 바꾸는 게 스트레스 해소법이거든요~,5,가격&프로모션
5172,trenbe,google,20211211,트렌비는 진짜 매일매일 할인 이벤트 하는 것 같아요 ㅋㅋㅋㅋ 특히 타임딜 너무 좋아요,5,가격&프로모션
5173,trenbe,google,20211211,정품 프로세스 너무 꼼꼼하니 믿을 수 있죠~~ 직접 검수 하고 직접 배송해주고.. 이만한 어플 못 봤어요,5,"정품 안전성, 배송"
5174,trenbe,google,20211211,고객센터 담당자가 친절하네요~ 질문도 많이했는데 꼼꼼하게 답변해주셔서 더 믿음이 가는 앱인 것 같네요 ㅎㅎ,5,"정품 안전성, 고객센터"
5175,trenbe,google,20211211,아직까지는 트렌비 만한 어플 못 봤네요 ㅎㅎ 명품 쇼핑할 때 너무 편하게 잘 쓰고 있어요~,5,UX/UI 편의성
5176,trenbe,google,20211211,전세계 백화점이랑 공식 제휴했다길래 정품 믿고 구매해봤어요! 생각보다 할인도 많이 됐고 구매 만족합니당!,5,"정품 안전성, 가격&프로모션"
5177,trenbe,google,20211211,상품 업데이트도 빠른 것 같고 상품이 다양해서 좋아요~ 백화점에서 구매 못 했던 제품도 살 수 있었습니다.,5,"앱 오류, 상품 구색"
5178,trenbe,google,20211211,사람 많은 백화점 굳이 찾아갈 필요가 없어요 백화점에 없는 것도 트렌비에는 다 있으니까요! 백화점 보다도 저렴하고.. 트렌비 안 쓸 이유가 없네요,5,"가격&프로모션, 상품 구색"
5179,trenbe,google,20211211,진짜 말 그대로 명품 쇼핑의 모든 것이네요 ㅋㅋㅋㅋㅋ 없는 브랜드가 없어요!!,5,상품 구색
5180,trenbe,google,20211211,신제품 업데이트도 빠르고 구하기 힘든 제품들도 여기서는 구할 수 있어용~ 별점 5개가 아깝지 않는 앱입니다!,5,"앱 오류, 상품 구색"
5181,trenbe,apple,20211211,트렌비를 몰랐던 예전이 너무 미워져요!! ㅋㅋㅋㅋ 이렇게 편한 어플을 몰랐다니~~ 상품도 이렇게 많은 줄 알았으면 진작 좀 이용해볼 걸 그랬네요 앞으로 많이 이용할게요~,5,UX/UI 편의성
5182,trenbe,apple,20211211,가격 비교하기 편하네요 그리고 할인도 정말 많이 돼요.. 이 가격에 명품 살 수 있을 줄 몰랐네요,5,"UX/UI 편의성, 가격&프로모션"
5183,trenbe,apple,20211211,겨울 맞이 코트 하나 장만했어용~~ 마침 이벤트도 하고 있어서 저렴하게 잘 샀네요 ㅎㅎ,5,가격&프로모션
5184,trenbe,apple,20211211,사놓고 몇년째 안매는 가방.. 이번에 트렌비에서 좋은 가격에 리세일로 판매했어요~~~! 감사합니다,5,가격&프로모션
5185,balaan,google,20211211,앱 정말 답답하게 만들어놨네요. 제품 찾아보다가 한번 보고 나오면 보던데로 돌아가는거 아닌가요? 첫번째로 매번 돌아가니 답답해서 지웁니다.,1,전반적인 만족도&기타
5186,balaan,google,20211211,상세페이지내에 화면확대하기가 왜 안되죠?? 요즘도 이런 기능이 안되는게 있다뇨.. ㅜ 손가락으로 확대해서 더 자세히 보고싶은데... 빠른 시일내로 부탁드려요,5,"UX/UI 편의성, 앱 오류, 상품 설명"
5187,mustit,apple,20211211,굿굿,4,전반적인 만족도&기타
5188,mustit,apple,20211211,잘쓰고있어요,5,전반적인 만족도&기타
5189,mustit,apple,20211211,아주좋아요,5,전반적인 만족도&기타
5190,trenbe,google,20211211,저 같은 사람한테 정말 필요한 어플인 것 같아요! 명품 사고 싶어도 뭐가 예쁜지 가격은 어느 정도가 적당한지 잘 몰랐는데 트렌비 깔고 보니까 명품에 눈이 좀 뜨이는 것 같아요,5,"가격&프로모션, 상품 구색, 상품 품질"
5191,trenbe,google,20211211,페이스북 로그인 에러나요,3,앱 오류
5192,trenbe,google,20211211,가격도 가격인데 진짜 상품이 엄청 많아요!! 백화점 가서 이렇게 둘러봤으면 진빠져서 제대로 사지도 못하고 집 왔을 것 같은데…ㅋㅋ 트렌비 하나만 있으면 뚝딱 구경하고 구매할 수 있어서 좋네요,5,가격&프로모션
5193,trenbe,google,20211211,남친 크리스마스 선물로 지갑 생각하고 있는데 트렌비가 젤 가격이 좋은 것 같아요~.~ 그리고 카테고리 구분도 잘 되어있어요!!!!,5,"UX/UI 편의성, 가격&프로모션, 상품 구색"
5194,trenbe,google,20211211,하루에 수십번도 들락날락 거리는 어플.. 명품을 매일 살 수는 없지만 매번 들어갈 때마다 할인을 많이 하길래 꾸준히 들어가고 있어요~ 사고 싶은 가방이 있는데 할인율 좋게 나올 때 지를려구요,5,"가격&프로모션, 상품 구색"
5195,trenbe,google,20211211,여기저기 둘러보기도 귀찮고! 백화점 가는 것도 귀찮고! ㅋㅋㅋㅋ 사고 싶기는 한데 귀찮음이 너무 심해서 도전을 못하고 있었거든요 지인 추천으로 트렌비 다운 받아봤는데 요거 요물이네요 ㅎㅎ 너무 편하고 상품도 많아서 좋아용,5,"UX/UI 편의성, 앱 오류, 상품 구색"
5196,trenbe,google,20211211,"그냥, 좋네요",5,전반적인 만족도&기타
5197,trenbe,google,20211211,당일 배송이 되는 상품도 있다는 게 진짜 신기했어요.. 명품 구매는 무조건 오래 걸리는 줄 알았는데 ㅠㅠ,5,배송
5198,mustit,google,20211211,좋아요,5,전반적인 만족도&기타
5199,trenbe,google,20211210,최저가 스캐너가 있어서 훨씬 쇼핑하는 시간이 절약 되는 것 같아요~!! 예상 수령일도 함께 확인할 수 있어 좋네요,5,가격&프로모션
5200,trenbe,google,20211210,신상제품 업뎃이 빠른 것 같아요 그래서 그런지 보는 재미가 있어요~ 또 전세계 세일 현황도 할인율로 확인 가능해서 좋아요~,5,"앱 오류, 가격&프로모션"
5201,trenbe,google,20211210,카테고리 분류가 깔끔하고 제품 종류들도 많아요 버벅거림도 적어서 좋고요! 앞으로도 자주 애용할게요,5,"UX/UI 편의성, 앱 오류, 상품 구색"
5202,trenbe,google,20211210,명품이라 온라인 구매는 좀 불안했었는데 한번 구매해보니까 검수나 포장도 꼼꼼하게 해주셔서 좋은 것 같아요,5,"정품 안전성, 상품 품질"
5203,trenbe,google,20211210,이제 완전 겨울이라 패딩 하나 사려고 했는데~ 여기서 좋은 가격에 쿠폰 사용해서 잘 구매한 것 같아요 ㅎㅎ,5,가격&프로모션
5204,mustit,apple,20211210,굳,5,전반적인 만족도&기타
5205,mustit,apple,20211210,말해모해,5,전반적인 만족도&기타
5206,mustit,apple,20211210,기모찌,5,전반적인 만족도&기타
5207,mustit,google,20211209,초보자도쉽게사용할수있어 좋습니다,5,UX/UI 편의성
